Word,Frequency,Abc Hash,Qwerty Hash,As name
спускается,5,5455312558,7517142877,0,0.0
спускал,13,5455313,7517146,0,0.0
спускала,2,54553131,75171464,0,0.0
спускалась,2,5455313158,7517146478,0,0.0
спускали,3,54553133,75171468,0,0.0
спускались,8,5455313358,7517146878,0,0.0
спускалось,4,5455313458,7517146578,0,0.0
спускался,9,545531358,751714677,0,0.0
спускать,5,54553158,75171488,0,0.0
спускаться,12,5455315858,7517148877,0,0.0
спусках,4,5455316,7517143,0,0.0
спускаю,2,5455318,7517148,0,0.0
спускаются,2,5455318558,7517148877,0,0.0
спуская,55,5455318,7517147,0,0.0
спускаясь,8,545531858,751714778,1,0.125
спуске,9,545532,751712,0,0.0
спусковой,4,545534143,751715451,0,0.0
спустив,11,5455531,7517884,0,0.0
спустившись,7,54555317358,75178843878,0,0.0
спустил,11,5455533,7517886,0,0.0
спустила,2,54555331,75178864,0,0.0
спустилась,4,5455533158,7517886478,0,0.0
спустили,2,54555333,75178868,0,0.0
спустились,21,5455533358,7517886878,1,0.047619047619047616
спустилось,4,5455533458,7517886578,0,0.0
спустился,23,545553358,751788677,0,0.0
спустить,3,54555358,75178888,0,0.0
спуститься,7,5455535858,7517888877,0,0.0
спустя,48,545558,751787,3,0.0625
спутавшись,2,5455117358,7518443878,0,0.0
спутали,2,5455133,7518468,0,0.0
спуталось,2,545513458,751846578,0,0.0
спутанную,3,545514458,751842218,0,0.0
спутанные,7,545514472,751842242,0,0.0
спутанными,2,5455144743,7518422478,0,0.0
спутаны,3,5455147,7518424,0,0.0
спутать,2,5455158,7518488,0,0.0
спутаться,2,545515858,751848877,0,0.0
спутник,15,5455433,7518281,1,0.06666666666666667
спутника,6,54554331,75182814,0,0.0
спутниками,2,5455433143,7518281478,0,0.0
спутниках,4,545543316,751828143,0,0.0
спутнике,2,54554332,75182812,0,0.0
спутники,7,54554333,75182818,0,0.0
спутников,8,545543341,751828154,0,0.0
спутником,4,545543344,751828157,0,0.0
спущенные,2,545724472,751322242,0,0.0
спущу,3,54575,75131,0,0.0
спят,10,5485,7578,0,0.0
спячки,2,548633,757718,0,0.0
спящего,6,5487214,7573225,0,0.0
спящею,2,548728,757328,0,0.0
спящие,3,548732,757382,0,0.0
спящий,4,548733,757381,1,0.25
спящим,7,548734,757387,0,0.0
спящих,9,548736,757383,1,0.1111111111111111
спящую,3,548758,757318,0,0.0
срабатывает,2,55111571125,75484844428,0,0.0
срабатывания,2,551115711438,754848444287,0,0.0
сработает,4,551145125,754858428,0,0.0
сработал,3,55114513,75485846,0,0.0
сработать,2,551145158,754858488,0,0.0
сравнение,20,551142432,754422282,3,0.15
сравнении,61,551142433,754422288,0,0.0
сравнению,33,551142438,754422288,0,0.0
сравнения,20,551142438,754422287,0,0.0
сравни,2,551143,754428,0,0.0
сравнивал,4,551143113,754428446,0,0.0
сравнивала,4,5511431131,7544284464,0,0.0
сравнивать,11,5511431158,7544284488,0,0.0
сравнивая,9,551143118,754428447,0,0.0
сравним,3,5511434,7544287,0,0.0
сравнимо,4,55114344,75442875,0,0.0
сравнимое,2,551143442,754428752,0,0.0
сравнимой,2,551143443,754428751,0,0.0
сравнимый,3,551143473,754428741,0,0.0
сравнимых,2,551143476,754428743,0,0.0
сравните,4,55114352,75442882,0,0.0
сравнительно,37,551143523844,754428826825,1,0.02702702702702703
сравнительного,2,55114352384414,75442882682525,0,0.0
сравнительной,5,5511435238443,7544288268251,0,0.0
сравнительною,2,5511435238448,7544288268258,0,0.0
сравнить,15,55114358,75442888,0,0.0
сравниться,2,5511435858,7544288877,0,0.0
сравнять,2,55114858,75442788,0,0.0
сражались,2,551213358,754646878,0,0.0
сражался,3,55121358,75464677,0,0.0
сражаться,3,551215858,754648877,0,0.0
сражаются,3,551218558,754648877,0,0.0
сражаясь,2,55121858,75464778,0,0.0
сражение,141,55122432,75462282,2,0.014184397163120567
сражением,9,551224324,754622827,0,0.0
сражении,53,55122433,75462288,0,0.0
сражений,46,55122433,75462281,0,0.0
сражению,8,55122438,75462288,0,0.0
сражения,250,55122438,75462287,0,0.0
сражениях,12,551224386,754622873,0,0.0
сраженье,18,55122482,75462282,0,0.0
сраженья,10,55122488,75462287,0,0.0
сразило,2,5512334,7543865,0,0.0
сразился,2,55123358,75438677,0,0.0
сразит,2,551235,754388,0,0.0
сразиться,2,551235858,754388877,0,0.0
сразу,254,55125,75431,1,0.003937007874015748
среагировал,2,55211354113,75242855446,0,0.0
среагировать,3,552113541158,752428554488,0,0.0
среда,5,55221,75264,0,0.0
среде,48,55222,75262,0,0.0
среди,300,55223,75268,12,0.04
средине,11,5522342,7526822,0,0.0
средины,2,5522347,7526824,0,0.0
средневековая,2,5522421234118,7526224215447,0,0.0
средневекового,4,55224212341414,75262242154525,0,0.0
средневековой,3,5522421234143,7526224215451,0,0.0
средневековые,2,5522421234172,7526224215442,1,0.5
средневековый,5,5522421234173,7526224215441,0,0.0
средневековых,6,5522421234176,7526224215443,0,0.0
средневековье,2,5522421234182,7526224215482,0,0.0
средневековья,3,5522421234188,7526224215487,1,0.3333333333333333
среднего,30,55224214,75262225,3,0.1
среднее,25,5522422,7526222,2,0.08
средней,31,5522423,7526221,1,0.03225806451612903
среднем,33,5522424,7526227,2,0.06060606060606061
среднему,3,55224245,75262271,0,0.0
средние,10,5522432,7526282,1,0.1
средний,14,5522433,7526281,1,0.07142857142857142
средним,9,5522434,7526287,0,0.0
средними,2,55224343,75262878,0,0.0
средних,19,5522436,7526283,1,0.05263157894736842
среднюю,8,5522488,7526288,1,0.125
средняя,23,5522488,7526277,1,0.043478260869565216
средой,6,552243,752651,0,0.0
средств,50,5522551,7526784,1,0.02
средства,59,55225511,75267844,0,0.0
средствам,4,552255114,752678447,0,0.0
средствами,47,5522551143,7526784478,0,0.0
средствах,14,552255116,752678443,0,0.0
средстве,2,55225512,75267842,0,0.0
средство,47,55225514,75267845,1,0.02127659574468085
средством,7,552255144,752678457,0,0.0
среду,37,55225,75261,0,0.0
среды,35,55227,75264,0,0.0
срез,3,5522,7523,0,0.0
срезал,2,552213,752346,0,0.0
сродни,6,554243,755628,0,0.0
сроднившимся,2,554243173458,755628438777,0,0.0
сродством,3,554255144,755678457,0,0.0
сроду,3,55425,75561,1,0.3333333333333333
срок,57,5543,7551,1,0.017543859649122806
срока,15,55431,75514,4,0.26666666666666666
сроками,2,5543143,7551478,0,0.0
сроки,14,55433,75518,0,0.0
сроков,3,554341,755154,0,0.0
сроком,3,554344,755157,0,0.0
сроку,5,55435,75511,0,0.0
срочная,3,5546418,7557247,0,0.0
срочно,6,554644,755725,0,0.0
срочной,2,5546443,7557251,0,0.0
срубы,2,55517,75184,0,0.0
срыва,2,55711,75444,0,0.0
срывается,4,557112558,754442877,0,0.0
срывался,2,55711358,75444677,0,0.0
срывать,2,5571158,7544488,0,0.0
срывающимся,2,55711873458,75444838777,0,0.0
срыть,2,55758,75488,0,0.0
сряду,8,55825,75761,0,0.0
сс,6,55,77,1,0.16666666666666666
ссора,6,55451,77554,0,0.0
ссорах,2,554516,775543,0,0.0
ссоре,8,55452,77552,0,0.0
ссорились,10,554533358,775586878,0,0.0
ссориться,6,554535858,775588877,0,0.0
ссору,3,55455,77551,0,0.0
ссоры,3,55457,77554,0,0.0
ссорятся,2,55458558,77557877,0,0.0
ссохшиеся,2,554673258,775338277,0,0.0
сср,7,555,775,0,0.0
ссср,94,5555,7775,0,0.0
ссудную,2,5552458,7716218,0,0.0
ссылавшийся,2,55731173358,77464438177,0,0.0
ссылаемого,2,5573124414,7746427525,0,0.0
ссылаемыми,2,5573124743,7746427478,0,0.0
ссылали,2,5573133,7746468,0,0.0
ссылаясь,2,55731858,77464778,0,0.0
ссылка,5,557331,774614,0,0.0
ссылкам,2,5573314,7746147,0,0.0
ссылке,17,557332,774612,0,0.0
ссылки,57,557333,774618,3,0.05263157894736842
ссылку,7,557335,774611,0,0.0
ссылок,10,557343,774651,0,0.0
ссыльные,3,55738472,77468242,0,0.0
ссыльных,8,55738476,77468243,0,0.0
ст,56,55,78,3,0.05357142857142857
ста,44,551,784,0,0.0
стабилизации,3,551133321633,784886834188,0,0.0
стабильно,4,551133844,784886825,0,0.0
стабильного,2,55113384414,78488682525,0,0.0
стабильной,4,5511338443,7848868251,0,0.0
стабильности,9,551133844553,784886825788,0,0.0
стабильность,8,551133844558,784886825788,0,0.0
стабильные,3,5511338472,7848868242,0,0.0
стабильным,3,5511338474,7848868247,0,0.0
стабильных,3,5511338476,7848868243,0,0.0
став,19,5511,7844,1,0.05263157894736842
ставил,29,551133,784486,0,0.0
ставила,5,5511331,7844864,0,0.0
ставили,15,5511333,7844868,0,0.0
ставились,2,551133358,784486878,0,0.0
ставило,2,5511334,7844865,0,0.0
ставим,2,551134,784487,0,0.0
ставит,20,551135,784488,0,0.0
ставите,2,5511352,7844882,0,0.0
ставится,17,55113558,78448877,0,0.0
ставить,21,5511358,7844888,0,0.0
ставиться,3,551135858,784488877,0,0.0
ставишь,3,5511378,7844838,0,0.0
ставка,2,551131,784414,1,0.5
ставках,2,5511316,7844143,0,0.0
ставки,13,551133,784418,0,0.0
ставку,13,551135,784411,0,0.0
ставлю,3,551138,784468,0,0.0
ставни,2,551143,784428,0,0.0
ставнями,5,55114843,78442778,0,0.0
ставок,7,551143,784451,0,0.0
ставропольской,3,55115444385343,78445555687151,3,1.0
ставрополя,4,5511544438,7844555567,4,1.0
ставшая,4,5511718,7844347,0,0.0
ставшего,10,55117214,78443225,0,0.0
ставшее,2,5511722,7844322,0,0.0
ставшей,6,5511723,7844321,0,0.0
ставшие,5,5511732,7844382,0,0.0
ставший,11,5511733,7844381,0,0.0
ставшим,4,5511734,7844387,0,0.0
ставшими,2,55117343,78443878,0,0.0
ставшую,2,5511758,7844318,0,0.0
ставь,2,55118,78448,0,0.0
ставя,7,55118,78447,0,0.0
ставят,18,551185,784478,2,0.1111111111111111
ставятся,5,55118558,78447877,0,0.0
ставящий,2,55118733,78447381,0,0.0
стада,23,55121,78464,0,0.0
стадии,35,551233,784688,0,0.0
стадий,2,551233,784681,0,0.0
стадион,10,5512344,7846852,0,0.0
стадию,5,551238,784688,0,0.0
стадия,8,551238,784687,0,0.0
стадиях,2,5512386,7846873,0,0.0
стадо,19,55124,78465,0,0.0
стадом,2,551244,784657,0,0.0
стаж,5,5512,7846,1,0.2
стажем,4,551224,784627,0,0.0
стажерах,2,55122516,78462543,0,0.0
стажеры,7,5512257,7846254,1,0.14285714285714285
стаи,9,5513,7848,0,0.0
стайка,2,551331,784114,0,0.0
стакан,44,551314,784142,0,0.0
стакана,13,5513141,7841424,0,0.0
стаканам,2,55131414,78414247,0,0.0
стаканами,3,551314143,784142478,0,0.0
стакане,7,5513142,7841422,0,0.0
стаканов,7,55131441,78414254,0,0.0
стаканом,6,55131444,78414257,0,0.0
стакану,4,5513145,7841421,0,0.0
стаканчик,2,551314633,784142781,0,0.0
стаканы,7,5513147,7841424,0,0.0
стал,818,5513,7846,0,0.0
стала,317,55131,78464,1,0.0031545741324921135
стали,408,55133,78468,4,0.00980392156862745
сталин,4,551334,784682,3,0.75
сталина,5,5513341,7846824,4,0.8
сталинградской,2,55133415125343,78468225467151,2,1.0
сталинские,2,5513345332,7846827182,1,0.5
сталинской,3,5513345343,7846827151,2,0.6666666666666666
сталину,2,5513345,7846821,2,1.0
сталкиваемся,9,551333112458,784618442777,0,0.0
сталкивает,2,5513331125,7846184428,0,0.0
сталкиваетесь,3,5513331125258,7846184428278,0,0.0
сталкивается,9,551333112558,784618442877,0,0.0
сталкивались,5,551333113358,784618446878,0,0.0
сталкивалось,2,551333113458,784618446578,0,0.0
сталкивать,2,5513331158,7846184488,0,0.0
сталкиваться,3,551333115858,784618448877,0,0.0
сталкиваются,14,551333118558,784618448877,0,0.0
сталкивающиеся,4,55133311873258,78461844838277,0,0.0
сталкиваясь,7,55133311858,78461844778,0,0.0
стало,426,55134,78465,11,0.025821596244131457
сталось,2,5513458,7846578,0,0.0
сталь,4,55138,78468,0,0.0
стальная,5,55138418,78468247,0,0.0
стальной,11,55138443,78468251,1,0.09090909090909091
стальному,2,551384445,784682571,0,0.0
стальные,4,55138472,78468242,0,0.0
стальными,3,551384743,784682478,0,0.0
стальных,9,55138476,78468243,0,0.0
стамбулку,2,551415335,784781611,0,0.0
стамеску,2,55142535,78472711,0,0.0
стан,12,5514,7842,1,0.08333333333333333
стана,3,55141,78424,1,0.3333333333333333
стандарт,4,55142155,78426458,0,0.0
стандартам,6,5514215514,7842645847,0,0.0
стандартами,3,55142155143,78426458478,0,0.0
стандартизации,3,55142155321633,78426458834188,0,0.0
стандартная,5,55142155418,78426458247,0,0.0
стандартного,5,551421554414,784264582525,0,0.0
стандартное,7,55142155442,78426458252,0,0.0
стандартной,5,55142155443,78426458251,0,0.0
стандартном,5,55142155444,78426458257,0,0.0
стандартные,10,55142155472,78426458242,0,0.0
стандартный,6,55142155473,78426458241,0,0.0
стандартным,4,55142155474,78426458247,0,0.0
стандартными,2,551421554743,784264582478,0,0.0
стандартных,11,55142155476,78426458243,0,0.0
стандартов,11,5514215541,7842645854,0,0.0
стандарты,4,551421557,784264584,0,0.0
стане,2,55142,78422,1,0.5
станем,10,551424,784227,0,0.0
станет,127,551425,784228,1,0.007874015748031496
станете,9,5514252,7842282,0,0.0
станешь,8,5514278,7842238,0,0.0
станислав,3,551435311,784287644,2,0.6666666666666666
